ID,TITLE,BRAND,RATING,COUNT_OF_RATE,CURRENT_PRICE,SHIPPING_PRICE,TOTAL_PRICE,IMG_URL,ITEM_URL,MAX_RESOLUTION,DISPLAY_PORT,HDMI,DIRECT_X,MODEL,CREATED_TIME
1FT-0009-003M0,"MSI GeForce RTX 2060 VENTUS XS 6G OC Graphics Card, No NVLink and VR Ready",MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/AGY9_1320592429824971740gMTpDAHCh.jpg,https://www.newegg.com/msi-nvidia-geforce-rtx-2060-g2060vxs6c/p/1FT-0009-003M0,,,,,EB-VideoC36-6.25,2023-03-23 10:45:10
1FT-0009-003Y1,MSI GeForce RTX 2070 8GB Gaming GDDR6 Graphics Card,MSI,0.0,0,749.0,0.0,749.0,https://c1.neweggimages.com/ProductImageCompressAll300/A4YU_1_201908171014302864.jpg,https://www.newegg.com/p/1FT-0009-003Y1,,,,,V373-034R,2023-03-23 10:45:10
1FT-0009-003Y4,MSI GeForce GT 1030 Aero ITX 2GB GDDR5 Graphics Card,MSI,0.0,0,127.0,0.0,127.0,https://c1.neweggimages.com/ProductImageCompressAll300/A4YU_1_201908172003612242.jpg,https://www.newegg.com/p/1FT-0009-003Y4,,,,,V809-2492R,2023-03-23 10:45:10
1FT-0009-00419,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LP 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,MSI,5.0,1,79.88,0.0,79.88,https://c1.neweggimages.com/ProductImageCompressAll300/AG7R_132130709107525408fS4Eyz9m48.jpg,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lp/p/1FT-0009-00419,4096 x 2160,,1 x HDMI,,CGT-710 1GD3H LP,2023-03-23 10:45:10
1FT-0009-00423,MSI GT 710 2GD3 LP GeForce GT 710 Graphic Card 2GB DDR3 SDRAM Low-profile,MSI,0.0,0,135.0,0.0,135.0,https://c1.neweggimages.com/ProductImageCompressAll300/A1K6_132142703948051085V70mRqlKUY.jpg,https://www.newegg.com/p/1FT-0009-00423,,,,,MS#GT 710 2GD3 LP,2023-03-23 10:45:10
1FT-0009-00435,MSI G208S-GXT VCX GeForce RTX 2080 Super Gaming X TRIO 8G GDDR6 256B HDMI 3xDP Graphics Card,MSI,0.0,0,995.0,0.0,995.0,https://c1.neweggimages.com/ProductImageCompressAll300/V06W_1_201910061181932793.jpg,https://www.newegg.com/p/1FT-0009-00435,,,,,G208S-GXT,2023-03-23 10:45:10
1FT-0009-00437,MSI G1660TG6 VCX GeForce GTX 1660 Ti Gaming 6G GDDR6 6GB 192B PCIE HDMI DP Graphics Card,MSI,0.0,0,1578.0,0.0,1578.0,https://c1.neweggimages.com/ProductImageCompressAll300/V06W_1_20191006737832224.jpg,https://www.newegg.com/p/1FT-0009-00437,,,,,G1660TG6,2023-03-23 10:45:10
1FT-0009-00444,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER GAMING X TRIO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,MSI,0.0,0,749.0,0.0,749.0,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_1321506639355763963JcUpFLFKE.jpg,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-gaming-x-trio/p/1FT-0009-00444,7680 x 4320,3 x DisplayPort,1 x HDMI 2.0b,,CRTX 2070 SUPER GAMI,2023-03-23 10:45:10
1FT-0009-00446,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING Z 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,3.5,2,362.3,49.99,412.29,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_132150751692759905ha3WtrYyrJ.jpg,https://www.newegg.com/msi-geforce-rtx-2060-rtx-2060-gaming-z-6g/p/1FT-0009-00446,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,RTX 2060 GAMING Z 6,2023-03-23 10:45:10
1FT-0009-00448,MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Gaming X TRIO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,MSI,0.0,0,995.0,0.0,995.0,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_132150761879806563JTPw1jtuyN.jpg,https://www.newegg.com/msi-geforce-rtx-2080-super-rtx-2080-super-gaming-x-trio/p/1FT-0009-00448,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,RTX 2080 Super-Gamin,2023-03-23 10:45:10
1FT-0009-00463,MSI G206S-GX RTX 2060 Super Gaming x 8GB GDDR6 Twin-Frozr Cooler,MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/V06W_1_20191016682589456.jpg,https://www.newegg.com/p/1FT-0009-00463,,,,,G206S-GX,2023-03-23 10:45:10
1FT-0009-00483,MSI GeForce RTX 2080 Ti DUKE OCV1 11GB GDDR6 Graphics Card (GEFORCE RTX 2080 TI DUKE 11G OCV1),MSI,0.0,0,1210.0,0.0,1210.0,https://c1.neweggimages.com/ProductImageCompressAll300/AD7H_1_20191105516044644.jpg,https://www.newegg.com/p/1FT-0009-00483,,3 x DisplayPort,1 x HDMI,,RTX 280 TI DK 11 OV1,2023-03-23 10:45:10
1FT-0009-004C4,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 Ti GAMING X 11G 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card- OEM Edition,MSI,1.0,1,749.0,0.0,749.0,https://c1.neweggimages.com/ProductImageCompressAll300/AGKCS1912240a9t1.jpg,https://www.newegg.com/msi-geforce-gtx-1080-ti-gaming-x-11g/p/1FT-0009-004C4,,2 x DisplayPort 1.4,2 x HDMI 2.0,,GTX 1080 Ti GAMING11,2023-03-23 10:45:10
1FT-0009-004C6,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS200107DlnNh.jpg,https://www.newegg.com/p/1FT-0009-004C6,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,CRTX 2070 Super-GAMI,2023-03-23 10:45:10
1FT-0009-004E3,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING X 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,260.99,49.99,310.98,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS200309v0T2a.jpg,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-x/p/1FT-0009-004E3,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,CGTX 1660 SUPER GAMI,2023-03-23 10:45:10
1FT-0009-004E4,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,769.28,0.0,769.28,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS200309Bo7kx.jpg,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-gaming-x-4g/p/1FT-0009-004E4,7680 x 4320,2 x DisplayPort 1.4,1 x HDMI 2.0b,,VGTX 1650 GAMING X 4,2023-03-23 10:45:10
1FT-0009-004K2,MSI GeForce RTX 2080 Ti 11G DUKE Dark Dragon 1665MHz Cooler Computer Game Gaming Video Card,MSI,0.0,0,1210.0,0.0,1210.0,https://c1.neweggimages.com/ProductImageCompressAll300/AKRFS200522wY50c.jpg,https://www.newegg.com/p/1FT-0009-004K2,,,,,GeForce RTX 2080 Ti,2023-03-23 10:45:10
1FT-0009-004U6,MSI GeForce GTX 1660 DirectX 12 GTX 1660 VENTUS XS C 6G OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,MSI,0.0,0,237.3,49.99,287.29,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS201018ClKLG.jpg,https://www.newegg.com/p/1FT-0009-004U6,,,,,MSI GTX 1660 VENTUS,2023-03-23 10:45:10
1FT-0009-004U8,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti BiaoFeng 4GV1 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,MSI,4.2,5,171.08,49.99,221.07,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS201018e1bGN.jpg,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-biaofeng-4g/p/1FT-0009-004U8,,,,,1050 Ti BiaoFeng 4G,2023-03-23 10:45:10
1FT-0009-004V3,MSI - NVIDIA GeForce GTX 1650 SUPER 4GB GDDR6 PCI Express 3.0 Graphics Card,MSI,0.0,0,379.0,0.0,379.0,https://c1.neweggimages.com/ProductImageCompressAll300/AKEYS2010285gi7q.jpg,https://www.newegg.com/msi-gtx-1650-super-gaming-x/p/1FT-0009-004V3,,,,,ce-324291555698,2023-03-23 10:45:10
1FT-0009-004V4,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER GAMING X TRIO 8GB 256-Bit GDDR6,MSI,0.0,0,749.0,0.0,749.0,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS201103i6Ssy.jpg,https://www.newegg.com/p/1FT-0009-004V4,,3 x DisplayPort,1 x HDMI 2.0b,DirectX 12,2070S GAMINING X TRI,2023-03-23 10:45:10
1FT-0009-00530,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING Z PLUS 6GB Overclocking Limited Edition 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,4.0,2,267.08,49.99,317.07,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS201122Pcpg7.jpg,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-z-plus-6gb/p/1FT-0009-00530,,,,,SUPER GAMING Z PLUS,2023-03-23 10:45:10
1FT-0009-005B3,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,379.0,0.0,379.0,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS201225pa5mt.jpg,https://www.newegg.com/msi-gtx-1650-gaming-4g/p/1FT-0009-005B3,,,,,MSI GTX 1650 GAMING,2023-03-23 10:45:10
1FT-0009-005B5,VGAMSIRTX2070SUPERDUKE,MSI,0.0,0,749.0,0.0,749.0,https://c1.neweggimages.com/ProductImageCompressAll300/AGKCS210103t2lXN.jpg,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-duke/p/1FT-0009-005B5,7680 x 4320,,,,RTX 2070 SUPER DUKE,2023-03-23 10:45:10
1FT-0009-005D2,MSI GeForce GTX 1650 DirectX 12 GTX 1650 VENTUS XS 4G OCV1 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,5.0,2,164.2,49.99,214.19,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS210331mw8Uw.jpg,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-d6-ventus-xs-oc/p/1FT-0009-005D2,,,,,MSI GTX 1650 VENTUS,2023-03-23 10:45:10
1FT-0009-005E0,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING Z PLUS 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,5.0,1,268.37,49.99,318.36,https://c1.neweggimages.com/ProductImageCompressAll300/AGKCS210117KX3NH.jpg,https://www.newegg.com/msi-geforce-gtx-1660-super-gtx-1660-super-gaming-z-plus/p/1FT-0009-005E0,7680 x 4320,3 x DisplayPort 1.4,1 x HDMI 2.0b,,1660SuperGamingZPLU,2023-03-23 10:45:10
1FT-0009-005E5,RTX2060 MSI Nvidia Geforce RTX 2060 Ventus XS 6G OC 6GB GDDR6 Full Height Video Card PCI-EXPRESS Video Cards,MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/ACTND210123XZNRM.jpg,https://www.newegg.com/p/1FT-0009-005E5,,,,,RTX2060,2023-03-23 10:45:10
1FT-0009-005F0,"MSI GeForce GTX 1650 D6 VENTUS XS OC Graphics Card, PCI-E, VR & 4K HDR Ready Video Card",MSI,0.0,0,219.99,0.0,219.99,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVS21122515QLOA2A.jpg,https://www.newegg.com/p/1FT-0009-005F0,,,,,ideo Card,2023-03-23 10:45:10
1FT-0009-005G1,MSI GeForce GTX 1660 SUPER DirectX 12 GTX 1660 SUPER GAMING X 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card NVIDIA Double Fans,MSI,0.0,0,260.99,49.99,310.98,https://c1.neweggimages.com/ProductImageCompressAll300/ARA8S210227jK8t7.jpg,https://www.newegg.com/msi-gtx-1660-super-gaming-x/p/1FT-0009-005G1,,,,,msi 1660s x,2023-03-23 10:45:10
1FT-0009-005G3,MSI GeForce GT 1030 DirectX 12 GT 1030 AERO ITX 2GD4 OCV1 2GB 64-Bit GDDR4 PCI Express 3.0 x16 (uses x4) ITX Video Card,MSI,0.0,0,92.99,0.0,92.99,https://c1.neweggimages.com/ProductImageCompressAll300/APBUS210406UgYbO.jpg,https://www.newegg.com/msi-gt-1030-aero-itx-2gd4-ocv1/p/1FT-0009-005G3,,,,,GT 1030 AERO ITX 2GD,2023-03-23 10:45:10
1FT-0009-005H1,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super Gaming X 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card (GTX 1650 Super Gaming X),MSI,5.0,2,235.09,49.99,285.08,https://c1.neweggimages.com/ProductImageCompressAll300/AVT8S210315nimtH.jpg,https://www.newegg.com/p/1FT-0009-005H1,,,,,GTX 1650 Super Gaming X-,2023-03-23 10:45:10
1FT-0009-005J3,MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,MSI,0.0,0,99.0,0.0,99.0,https://c1.neweggimages.com/ProductImageCompressAll300/AGKHS210325g6tTl.jpg,https://www.newegg.com/p/1FT-0009-005J3,,,,,N730-4GD3V2-6541,2023-03-23 10:45:10
1FT-0009-005J6,MSI GeForce RTX 2060 DirectX 12 RTX 2060 GAMING Z 6G 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/ARCJS210326FyHaa.jpg,https://www.newegg.com/msi-rtx-2060-gaming-z-6g/p/1FT-0009-005J6,,,,,RTX2060GAMINGZ6G,2023-03-23 10:45:10
1FT-0009-005K3,MSI GeForce GT 1030 DirectX 12 GT 1030 AERO ITX 2GD4 OCV1 2GB 64-Bit GDDR4 PCI Express 3.0 x16 (uses x4)  ITX Video Card,MSI,5.0,3,85.98,4.99,90.97,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210321F3NIA.jpg,https://www.newegg.com/p/1FT-0009-005K3,,,,,XK-6,2023-03-23 10:45:10
1FT-0009-005K6,MSI GeForce GTX 1650 DirectX 12 GTX 1650 D6 VENTUS XS OCV1 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,415.47,49.99,465.46,https://c1.neweggimages.com/ProductImageCompressAll300/AS65S21033171i3i.jpg,https://www.newegg.com/p/1FT-0009-005K6,,,,,msi 1650 xsoc,2023-03-23 10:45:10
1FT-0009-005R3,GEFORCE GTX 1650 D6 VENTUS XS OCV2  4GB GDDR6 Video Card,MSI,0.0,0,229.99,0.0,229.99,https://c1.neweggimages.com/ProductImageCompressAll300/AUH5S210411ksoPE.jpg,https://www.newegg.com/msi-geforce-gtx-1650-geforce-gtx-1650-d6-ventus-xs-ocv2/p/1FT-0009-005R3,7680 x 4320,1 x DisplayPort 1.4,1 x HDMI 2.0,,GTX 1650 D6 VENTUS XS OCV2,2023-03-23 10:45:10
1FT-0009-005S1,MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS GP OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,549.71,0.0,549.71,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210417IZY6W.jpg,https://www.newegg.com/p/1FT-0009-005S1,,,,,XK-21,2023-03-23 10:45:10
1FT-0009-005T3,MSI GAMING GeForce GT 710 1GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card (GT 710 1GD3H LP),MSI,0.0,0,64.5,0.0,64.5,https://c1.neweggimages.com/ProductImageCompressAll300/AP74D2104217A1MY.jpg,https://www.newegg.com/p/1FT-0009-005T3,,,,,GT710 1GD3H LP-zi7,2023-03-23 10:45:10
1FT-0009-005V3,MSI GeForce GT 730 Fermi DDR3 4GB DirectX 12 (N730-4GD3V2),MSI,0.0,0,164.43,0.0,164.43,https://c1.neweggimages.com/ProductImageCompressAll300/ABXXD2104214BR4J.jpg,https://www.newegg.com/p/1FT-0009-005V3,,,,,N730-4GD3V2--zi10,2023-03-23 10:45:10
1FT-0009-005V5,MSI GeForce GT 730 DirectX 12 N730-4GD3V2 4GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,MSI,0.0,0,114.2,0.0,114.2,https://c1.neweggimages.com/ProductImageCompressAll300/ABXXD2104214BR4J.jpg,https://www.newegg.com/p/1FT-0009-005V5,,,,,N730-4GD3V2--zi15,2023-03-23 10:45:10
1FT-0009-005X6,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti BiaoFeng 4G 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,MSI,0.0,0,267.43,49.99,317.42,https://c1.neweggimages.com/ProductImageCompressAll300/ATUJS210511jEB0q.jpg,https://www.newegg.com/p/1FT-0009-005X6,,,,DirectX 12,JOJO202105112223,2023-03-23 10:45:10
1FT-0009-005X7,MSI Ventus GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1650 D6 VENTUS XS OCV1,MSI,0.0,0,415.47,49.99,465.46,https://c1.neweggimages.com/ProductImageCompressAll300/ATUJS210513ygJbs.jpg,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-d6-ventus-xs-ocv1/p/1FT-0009-005X7,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.0b,,JOJO202105140006,2023-03-23 10:45:10
1FT-0009-005Z0,MSI GEFORCE GTX 1650 D6 VENTUS XS OCV2 4GB GDDR6 Video Card,MSI,0.0,0,397.13,49.99,447.12,https://c1.neweggimages.com/ProductImageCompressAll300/AS68S210526NBS4F.jpg,https://www.newegg.com/msi-1650-d6-ventus-xs-ocv2/p/1FT-0009-005Z0,,,,,1650 D6 VENTUS XS OCV2,2023-03-23 10:45:10
1FT-0009-00612,MSI GeForce GTX 1660 SUPER DirectX 12  PCI Express 3.0 x16 HDCP Ready Video Card NVIDIA Double Fans GTX 1660 SUPER GAMING X 6GB 192-Bit GDDR6,MSI,0.0,0,699.79,0.0,699.79,https://c1.neweggimages.com/ProductImageCompressAll300/AX50S2106221PCfJ.jpg,https://www.newegg.com/p/1FT-0009-00612,,,,,1660s g x,2023-03-23 10:45:10
1FT-0009-00657,MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Twin-Frozr Torx Fan Ampere RGB OC Graphics Card (RTX 3060 Gaming X 12G),MSI,0.0,0,499.97,0.0,499.97,https://c1.neweggimages.com/ProductImageCompressAll300/AKEXS21070686JdN.jpg,https://www.newegg.com/p/1FT-0009-00657,,3 x DisplayPort 1.4a,1 x HDMI 2.1,,MSI-RTX-3060-Gaming-X-12G,2023-03-23 10:45:10
1FT-0009-00658,MSI GeForce GT 730 2G DDR3 PCI Express 2.0 x16 Video Card N730K-2GD3/OCV5,MSI,0.0,0,139.0,0.0,139.0,https://c1.neweggimages.com/ProductImageCompressAll300/AS68S210706owW1P.jpg,https://www.newegg.com/msi-n730k-2gd3-ocv5/p/1FT-0009-00658,,,,,N730K-2GD3/OCV5,2023-03-23 10:45:10
1FT-0009-00661,MSI GeForce GT 730 2G DDR3 PCI Express 2.0 x16 Video Card N730K-2GD3/OCV5,MSI,0.0,0,119.0,0.0,119.0,https://c1.neweggimages.com/ProductImageCompressAll300/AKEXS210707QLFQg.jpg,https://www.newegg.com/p/1FT-0009-00661,,,,,MSI-N730K-2GD3/OCV5-5456,2023-03-23 10:45:10
1FT-0009-00663,MSI Ventus GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER VENTUS XS OC,MSI,0.0,0,263.99,0.0,263.99,https://c1.neweggimages.com/ProductImageCompressAll300/AS68S210707wS8HA.jpg,https://www.newegg.com/msi-1660-super-ventus-xs-oc/p/1FT-0009-00663,,,,,MSI 1660 SUPER VENTUS XS OC,2023-03-23 10:45:10
1FT-0009-00664,MSI GeForce RTX 2060 DirectX 12 RTX 2060 VENTUS GP OC 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,MSI,0.0,0,695.0,0.0,695.0,https://c1.neweggimages.com/ProductImageCompressAll300/AS68S210707N5vqd.jpg,https://www.newegg.com/msi-2060-ventus-gp-oc-6gb/p/1FT-0009-00664,,,,,MSI  2060 VENTUS GP OC,2023-03-23 10:45:10
1FT-0009-00679,MSI GeForce RTX 3070 Ti SUPRIM X 8G,MSI,0.0,0,999.99,0.0,999.99,https://c1.neweggimages.com/ProductImageCompressAll300/B15TS210710pGelm.jpg,https://www.newegg.com/p/1FT-0009-00679,7680 x 4320,3 x DisplayPort,1 x HDMI,DirectX 12,RTX 3070 Ti SUPRIM X 8G,2023-03-23 10:45:10
1FT-0009-00684,MSI GTX 1050 Ti 4 GT OC Computer Video Card MSI GTX 1050 TI 4GT OC,MSI,0.0,0,282.9,0.0,282.9,https://c1.neweggimages.com/ProductImageCompressAll300/AKEXS2107136nUtL.jpg,https://www.newegg.com/p/1FT-0009-00684,,,,,MSI GeForce GTX 1050 Ti 4 GT OC 4GB,2023-03-23 10:45:10
1FT-0009-00685,MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC,MSI,5.0,2,441.99,0.0,441.99,https://c1.neweggimages.com/ProductImageCompressAll300/AKEXS210714IVFsv.jpg,https://www.newegg.com/p/1FT-0009-00685,,,,,RTX 3060 Ventus 2X 12G OC,2023-03-23 10:45:10
1FT-0009-00688,MSI Suprim GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3070 Ti SUPRIM X 8G,MSI,0.0,0,813.99,49.99,863.98,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD210715TH8YD.jpg,https://www.newegg.com/p/1FT-0009-00688,,,,,RTX3070TISUPRIMX,2023-03-23 10:45:10
1FT-0009-006C2,MSI Ventus GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card RTX 3070 Ti Ventus 3X 8G OC,MSI,0.0,0,0.0,53.61,53.61,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD21062842Z7D.jpg,https://www.newegg.com/p/1FT-0009-006C2,,,,,RTX 3070 TIVENTUSOC1,2023-03-23 10:45:10
1FT-0009-006C8,MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC LHR,MSI,4.7,3,397.49,49.99,447.48,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210706HUEJ9.jpg,https://www.newegg.com/msi-rtx3060/p/1FT-0009-006C8,7680 x 4320,3 x DisplayPort,1 x HDMI,,B-RTX 3060 VENTUS 2X,2023-03-23 10:45:10
1FT-0009-006C9,MSI Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti GAMING X TRIO LHR,MSI,0.0,0,0.0,53.61,53.61,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210706DFHVV.jpg,https://www.newegg.com/msi-geforce-rtx-3060-ti-geforce-rtx-3060-ti-gaming-x-trio-lhr/p/1FT-0009-006C9,7680x4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,B-RTX 3060 TI GAMING,2023-03-23 10:45:10
1FT-0009-006D1,MSI GeForce RTX 3060 Ti Video Card RTX 3060 Ti VENTUS 2X 8G OCV1 LHR,MSI,5.0,1,497.49,49.99,547.48,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVS210807Gnbxf.jpg,https://www.newegg.com/p/1FT-0009-006D1,,,,,B-RTX 3060 TI VENTUS,2023-03-23 10:45:10
1FT-0009-006D8,MSI Ventus GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card RTX 3080 VENTUS 3X 10G OC,MSI,0.0,0,1290.0,0.0,1290.0,https://c1.neweggimages.com/ProductImageCompressAll300/ACVBD210403IYLPJ.jpg,https://www.newegg.com/p/1FT-0009-006D8,,,,,B-RTX 3080 VENTUS3X,2023-03-23 10:45:10
1FT-0009-006E4,MSI Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card RTX 3080 Ti VENTUS 3X 12G,MSI,0.0,0,1530.0,0.0,1530.0,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210706C2RD5.jpg,https://www.newegg.com/p/1FT-0009-006E4,,,,,B-RTX 3080 TI VENTUS,2023-03-23 10:45:10
1FT-0009-006F4,MSI Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming X Trio 12G LHR,MSI,0.0,0,529.99,0.0,529.99,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS210723eOwsa.jpg,https://www.newegg.com/p/1FT-0009-006F4,,,,,MSI 3060 Gaming X Trio LHR,2023-03-23 10:45:10
1FT-0009-006G1,MSI Gaming GeForce GTX 1650 128-Bit HDMI/DP/DVI 4GB GDRR6 HDCP Support DirectX 12 VR Ready OC Graphics Card (GTX 1650 D6 Ventus XS OCV1),MSI,0.0,0,260.0,0.0,260.0,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS210727VKjkr.jpg,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-d6-ventus-xs-ocv1/p/1FT-0009-006G1,7680 x 4320,1 x DisplayPort 1.4a,,,GGTX 1650 D6 Ventus XS OCV1,2023-03-23 10:45:10
1FT-0009-006H0,"MSI Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti GAMING Z TRIO LHR,Graphics card bracket included",MSI,0.0,0,875.0,0.0,875.0,https://c1.neweggimages.com/ProductImageCompressAll300/AYTVD21080412P8LX.jpg,https://www.newegg.com/p/1FT-0009-006H0,,,,,zxsj-23,2023-03-23 10:45:10
1FT-0009-006J1,MSI GT 1030 2GD4 LP OC Computer Graphics Cards,MSI,0.0,0,139.84,0.0,139.84,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS210811SsnzC.jpg,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/1FT-0009-006J1,,1 x DisplayPort 1.4a,1 x HDMI 2.0b,,GGT 1030 2GD4 LP OC,2023-03-23 10:45:10
